   67   13   1    6.370E-15 6.594E-15 7.068E-15 7.998E-15 9.267E-15 1.100E-14 1.323E-14 1.602E-14 1.940E-14 2.342E-14 2.812E-14 3.353E-14 7.119E-14 1.241E-13 2.545E-13 3.909E-13 5.174E-13 6.291E-13 7.262E-13 7.698E-13 8.105E-13 8.842E-13 9.493E-13 1.362E-12 1.568E-12
   68   13   2    3.549E-14 3.621E-14 3.825E-14 4.225E-14 4.779E-14 5.530E-14 6.487E-14 7.655E-14 9.043E-14 1.066E-13 1.251E-13 1.459E-13 2.826E-13 4.619E-13 8.757E-13 1.291E-12 1.675E-12 2.025E-12 2.348E-12 2.500E-12 2.648E-12 2.932E-12 3.202E-12 5.401E-12 6.707E-12
   69   13   3    1.194E-13 1.197E-13 1.240E-13 1.326E-13 1.452E-13 1.623E-13 1.837E-13 2.091E-13 2.385E-13 2.716E-13 3.084E-13 3.487E-13 5.965E-13 9.003E-13 1.572E-12 2.227E-12 2.816E-12 3.331E-12 3.779E-12 3.982E-12 4.173E-12 4.521E-12 4.834E-12 6.935E-12 8.021E-12
   70   13   4    4.016E-13 4.029E-13 4.165E-13 4.395E-13 4.730E-13 5.184E-13 5.742E-13 6.390E-13 7.119E-13 7.921E-13 8.787E-13 9.710E-13 1.495E-12 2.073E-12 3.235E-12 4.317E-12 5.308E-12 6.223E-12 7.073E-12 7.477E-12 7.869E-12 8.619E-12 9.327E-12 1.465E-11 1.744E-11
   71   13   5    9.122E-13 9.114E-13 9.352E-13 9.668E-13 1.012E-12 1.074E-12 1.150E-12 1.237E-12 1.331E-12 1.433E-12 1.539E-12 1.650E-12 2.240E-12 2.846E-12 4.003E-12 5.035E-12 5.944E-12 6.749E-12 7.473E-12 7.810E-12 8.133E-12 8.741E-12 9.306E-12 1.345E-11 1.563E-11
   72   13   6    2.714E-12 2.733E-12 2.815E-12 2.903E-12 3.025E-12 3.193E-12 3.395E-12 3.620E-12 3.864E-12 4.120E-12 4.386E-12 4.657E-12 6.033E-12 7.345E-12 9.675E-12 1.169E-11 1.350E-11 1.514E-11 1.666E-11 1.737E-11 1.806E-11 1.935E-11 2.055E-11 2.863E-11 3.212E-11
   73   13   7    4.259E-12 4.331E-12 4.500E-12 4.617E-12 4.694E-12 4.788E-12 4.901E-12 5.027E-12 5.162E-12 5.303E-12 5.447E-12 5.593E-12 6.317E-12 7.023E-12 8.399E-12 9.742E-12 1.104E-11 1.229E-11 1.349E-11 1.406E-11 1.462E-11 1.569E-11 1.670E-11 2.406E-11 2.767E-11
   74   13   8    1.297E-11 1.317E-11 1.357E-11 1.378E-11 1.404E-11 1.441E-11 1.486E-11 1.535E-11 1.588E-11 1.641E-11 1.696E-11 1.749E-11 2.004E-11 2.226E-11 2.592E-11 2.890E-11 3.146E-11 3.371E-11 3.571E-11 3.663E-11 3.750E-11 3.911E-11 4.056E-11 4.928E-11 5.195E-11
   75   13   9    1.514E-11 1.573E-11 1.674E-11 1.748E-11 1.760E-11 1.755E-11 1.746E-11 1.737E-11 1.731E-11 1.726E-11 1.724E-11 1.724E-11 1.759E-11 1.837E-11 2.067E-11 2.334E-11 2.602E-11 2.857E-11 3.094E-11 3.205E-11 3.312E-11 3.512E-11 3.695E-11 4.911E-11 5.435E-11
   76   13  10    4.448E-11 4.562E-11 4.716E-11 4.744E-11 4.748E-11 4.770E-11 4.804E-11 4.847E-11 4.893E-11 4.942E-11 4.992E-11 5.041E-11 5.273E-11 5.470E-11 5.782E-11 6.034E-11 6.252E-11 6.444E-11 6.613E-11 6.690E-11 6.763E-11 6.895E-11 7.011E-11 7.590E-11 7.560E-11
   77   13  11    6.113E-11 6.433E-11 6.985E-11 7.500E-11 7.651E-11 7.681E-11 7.674E-11 7.660E-11 7.650E-11 7.647E-11 7.652E-11 7.664E-11 7.817E-11 8.064E-11 8.654E-11 9.250E-11 9.799E-11 1.029E-10 1.071E-10 1.090E-10 1.108E-10 1.140E-10 1.168E-10 1.314E-10 1.339E-10
   78   13  12    8.400E-11 9.013E-11 9.582E-11 9.859E-11 9.897E-11 9.877E-11 9.845E-11 9.814E-11 9.790E-11 9.771E-11 9.757E-11 9.748E-11 9.742E-11 9.768E-11 9.865E-11 1.001E-10 1.018E-10 1.035E-10 1.050E-10 1.057E-10 1.063E-10 1.074E-10 1.082E-10 1.084E-10 1.024E-10
   79   14   1    2.784E-15 3.082E-15 3.294E-15 3.819E-15 5.009E-15 6.648E-15 8.609E-15 1.094E-14 1.369E-14 1.690E-14 2.059E-14 2.478E-14 5.356E-14 9.640E-14 2.110E-13 3.284E-13 4.296E-13 5.148E-13 5.886E-13 5.141E-13 6.550E-13 7.166E-13 7.749E-13 1.258E-12 1.555E-12
   80   14   2    1.482E-14 1.600E-14 1.674E-14 1.865E-14 2.319E-14 2.932E-14 3.646E-14 4.474E-14 5.436E-14 6.541E-14 7.794E-14 9.198E-14 1.858E-13 3.214E-13 6.785E-13 1.042E-12 1.354E-12 1.612E-12 1.829E-12 1.911E-12 2.014E-12 2.176E-12 2.318E-12 3.222E-12 3.656E-12
   81   14   3    5.831E-14 6.207E-14 6.398E-14 6.903E-14 8.185E-14 9.874E-14 1.177E-13 1.389E-13 1.629E-13 1.898E-13 2.196E-13 2.522E-13 4.560E-13 7.230E-13 1.367E-12 1.992E-12 2.525E-12 2.978E-12 3.377E-12 3.561E-12 3.741E-12 4.080E-12 4.401E-12 6.941E-12 8.385E-12
   82   14   4    1.700E-13 1.788E-13 1.819E-13 1.904E-13 2.157E-13 2.487E-13 2.843E-13 3.228E-13 3.648E-13 4.109E-13 4.610E-13 5.148E-13 8.341E-13 1.228E-12 2.135E-12 2.983E-12 3.677E-12 4.236E-12 4.698E-12 4.902E-12 5.092E-12 5.438E-12 5.748E-12 7.835E-12 8.909E-12
   83   14   5    5.315E-13 5.604E-13 5.692E-13 5.881E-13 6.518E-13 7.332E-13 8.179E-13 9.060E-13 9.998E-13 1.100E-12 1.206E-12 1.318E-12 1.942E-12 2.639E-12 4.096E-12 5.395E-12 6.475E-12 7.396E-12 8.216E-12 8.590E-12 8.969E-12 9.671E-12 1.033E-11 1.513E-11 1.747E-11
   84   14   6    1.092E-12 1.152E-12 1.167E-12 1.183E-12 1.267E-12 1.374E-12 1.479E-12 1.582E-12 1.689E-12 1.799E-12 1.915E-12 2.034E-12 2.675E-12 3.364E-12 4.769E-12 5.987E-12 6.952E-12 7.727E-12 8.380E-12 8.622E-12 8.954E-12 9.476E-12 9.960E-12 1.354E-11 1.547E-11
   85   14   7    3.213E-12 3.410E-12 3.458E-12 3.491E-12 3.717E-12 4.005E-12 4.282E-12 4.547E-12 4.811E-12 5.079E-12 5.353E-12 5.632E-12 7.068E-12 8.515E-12 1.129E-11 1.362E-11 1.548E-11 1.699E-11 1.830E-11 1.888E-11 1.945E-11 2.050E-11 2.146E-11 2.772E-11 3.018E-11
   86   14   8    4.548E-12 4.891E-12 5.014E-12 5.047E-12 5.218E-12 5.414E-12 5.572E-12 5.700E-12 5.815E-12 5.927E-12 6.042E-12 6.160E-12 6.809E-12 7.557E-12 9.244E-12 1.084E-11 1.219E-11 1.335E-11 1.438E-11 1.485E-11 1.533E-11 1.622E-11 1.706E-11 2.320E-11 2.634E-11
   87   14   9    1.443E-11 1.546E-11 1.571E-11 1.561E-11 1.617E-11 1.692E-11 1.758E-11 1.813E-11 1.864E-11 1.912E-11 1.959E-11 2.005E-11 2.235E-11 2.460E-11 2.891E-11 3.245E-11 3.508E-11 3.703E-11 3.854E-11 3.913E-11 3.977E-11 4.080E-11 4.168E-11 4.623E-11 4.704E-11
   88   14  10    1.480E-11 1.625E-11 1.703E-11 1.742E-11 1.777E-11 1.798E-11 1.801E-11 1.791E-11 1.777E-11 1.764E-11 1.752E-11 1.744E-11 1.758E-11 1.850E-11 2.168E-11 2.510E-11 2.803E-11 3.046E-11 3.252E-11 3.343E-11 3.432E-11 3.592E-11 3.736E-11 4.678E-11 5.091E-11
   89   14  11    4.766E-11 5.177E-11 5.288E-11 5.200E-11 5.276E-11 5.396E-11 5.483E-11 5.535E-11 5.567E-11 5.590E-11 5.609E-11 5.628E-11 5.742E-11 5.894E-11 6.267E-11 6.595E-11 6.816E-11 6.951E-11 7.032E-11 7.050E-11 7.078E-11 7.103E-11 7.112E-11 6.928E-11 6.614E-11
   90   14  12    5.686E-11 6.346E-11 6.784E-11 7.120E-11 7.350E-11 7.471E-11 7.492E-11 7.456E-11 7.400E-11 7.345E-11 7.300E-11 7.270E-11 7.319E-11 7.616E-11 8.533E-11 9.415E-11 1.008E-10 1.055E-10 1.089E-10 1.103E-10 1.113E-10 1.132E-10 1.147E-10 1.205E-10 1.204E-10
   91   14  13    9.077E-11 1.037E-10 1.087E-10 1.079E-10 1.085E-10 1.093E-10 1.092E-10 1.084E-10 1.073E-10 1.062E-10 1.051E-10 1.041E-10 1.010E-10 1.002E-10 1.021E-10 1.049E-10 1.066E-10 1.074E-10 1.074E-10 1.072E-10 1.070E-10 1.063E-10 1.055E-10 9.461E-11 8.563E-11
   92   15   1    1.147E-15 1.238E-15 1.373E-15 1.682E-15 2.366E-15 3.288E-15 4.356E-15 5.598E-15 7.056E-15 8.766E-15 1.075E-14 1.304E-14 2.983E-14 5.740E-14 1.383E-13 2.272E-13 3.086E-13 3.804E-13 4.441E-13 4.732E-13 5.013E-13 5.529E-13 5.998E-13 9.068E-13 1.053E-12
   93   15   2    6.581E-15 6.943E-15 7.545E-15 8.864E-15 1.173E-14 1.552E-14 1.983E-14 2.474E-14 3.040E-14 3.693E-14 4.438E-14 5.283E-14 1.117E-13 2.022E-13 4.527E-13 7.178E-13 9.536E-13 1.159E-12 1.341E-12 1.420E-12 1.508E-12 1.664E-12 1.812E-12 3.042E-12 3.827E-12
   94   15   3    2.452E-14 2.532E-14 2.694E-14 3.026E-14 3.741E-14 4.668E-14 5.694E-14 6.833E-14 8.116E-14 9.566E-14 1.119E-13 1.300E-13 2.498E-13 4.230E-13 8.825E-13 1.358E-12 1.776E-12 2.135E-12 2.446E-12 2.571E-12 2.721E-12 2.967E-12 3.189E-12 4.654E-12 5.367E-12
   95   15   4    8.485E-14 8.690E-14 9.154E-14 1.001E-13 1.182E-13 1.414E-13 1.662E-13 1.929E-13 2.221E-13 2.544E-13 2.897E-13 3.280E-13 5.633E-13 8.667E-13 1.592E-12 2.298E-12 2.909E-12 3.438E-12 3.913E-12 4.124E-12 4.352E-12 4.766E-12 5.159E-12 8.291E-12 1.010E-11
   96   15   5    2.226E-13 2.264E-13 2.364E-13 2.517E-13 2.846E-13 3.259E-13 3.689E-13 4.140E-13 4.623E-13 5.145E-13 5.706E-13 6.306E-13 9.822E-13 1.410E-12 2.384E-12 3.292E-12 4.040E-12 4.651E-12 5.164E-12 5.381E-12 5.610E-12 6.007E-12 6.367E-12 8.861E-12 1.016E-11
   97   15   6    6.566E-13 6.702E-13 6.997E-13 7.374E-13 8.172E-13 9.157E-13 1.015E-12 1.116E-12 1.221E-12 1.332E-12 1.448E-12 1.570E-12 2.238E-12 2.975E-12 4.496E-12 5.844E-12 6.968E-12 7.935E-12 8.806E-12 9.217E-12 9.614E-12 1.037E-11 1.109E-11 1.642E-11 1.907E-11
   98   15   7    1.245E-12 1.275E-12 1.332E-12 1.382E-12 1.479E-12 1.597E-12 1.711E-12 1.822E-12 1.934E-12 2.050E-12 2.171E-12 2.295E-12 2.960E-12 3.671E-12 5.111E-12 6.352E-12 7.332E-12 8.119E-12 8.785E-12 9.091E-12 9.375E-12 9.915E-12 1.042E-11 1.421E-11 1.629E-11
   99   15   8    3.615E-12 3.718E-12 3.888E-12 4.018E-12 4.285E-12 4.609E-12 4.915E-12 5.202E-12 5.482E-12 5.764E-12 6.050E-12 6.339E-12 7.812E-12 9.284E-12 1.210E-11 1.445E-11 1.632E-11 1.786E-11 1.919E-11 1.973E-11 2.038E-11 2.147E-11 2.247E-11 2.916E-11 3.190E-11
  100   15   9    4.721E-12 4.922E-12 5.215E-12 5.376E-12 5.559E-12 5.750E-12 5.902E-12 6.023E-12 6.132E-12 6.239E-12 6.349E-12 6.464E-12 7.107E-12 7.856E-12 9.550E-12 1.114E-11 1.249E-11 1.365E-11 1.468E-11 1.510E-11 1.563E-11 1.651E-11 1.735E-11 2.358E-11 2.682E-11
  101   15  10    1.535E-11 1.595E-11 1.677E-11 1.709E-11 1.775E-11 1.857E-11 1.928E-11 1.986E-11 2.038E-11 2.087E-11 2.135E-11 2.181E-11 2.408E-11 2.630E-11 3.055E-11 3.406E-11 3.665E-11 3.858E-11 4.008E-11 4.062E-11 4.129E-11 4.232E-11 4.320E-11 4.798E-11 4.898E-11
  102   15  11    1.424E-11 1.515E-11 1.641E-11 1.714E-11 1.746E-11 1.761E-11 1.757E-11 1.744E-11 1.728E-11 1.713E-11 1.701E-11 1.694E-11 1.712E-11 1.810E-11 2.139E-11 2.489E-11 2.788E-11 3.035E-11 3.244E-11 3.319E-11 3.426E-11 3.588E-11 3.734E-11 4.693E-11 5.123E-11
  103   15  12    4.912E-11 5.184E-11 5.502E-11 5.556E-11 5.652E-11 5.783E-11 5.877E-11 5.932E-11 5.964E-11 5.984E-11 6.001E-11 6.016E-11 6.108E-11 6.241E-11 6.587E-11 6.895E-11 7.100E-11 7.221E-11 7.290E-11 7.311E-11 7.326E-11 7.342E-11 7.344E-11 7.132E-11 6.818E-11
  104   15  13    5.214E-11 5.665E-11 6.303E-11 6.740E-11 6.935E-11 7.019E-11 7.018E-11 6.974E-11 6.920E-11 6.872E-11 6.838E-11 6.819E-11 6.933E-11 7.284E-11 8.277E-11 9.207E-11 9.904E-11 1.040E-10 1.075E-10 1.087E-10 1.102E-10 1.122E-10 1.138E-10 1.203E-10 1.207E-10
  105   15  14    9.491E-11 1.055E-10 1.157E-10 1.174E-10 1.177E-10 1.179E-10 1.174E-10 1.163E-10 1.149E-10 1.135E-10 1.121E-10 1.108E-10 1.067E-10 1.051E-10 1.061E-10 1.082E-10 1.096E-10 1.101E-10 1.099E-10 1.096E-10 1.094E-10 1.085E-10 1.076E-10 9.625E-11 8.716E-11
  106   16   1    4.813E-16 5.214E-16 5.850E-16 7.226E-16 1.000E-15 1.441E-15 2.019E-15 2.725E-15 3.562E-15 4.540E-15 5.674E-15 6.979E-15 1.646E-14 3.136E-14 7.549E-14 1.312E-13 1.906E-13 2.490E-13 3.045E-13 3.310E-13 3.565E-13 4.048E-13 4.500E-13 7.939E-13 1.007E-12
  107   16   2    2.730E-15 2.881E-15 3.155E-15 3.735E-15 4.846E-15 6.566E-15 8.799E-15 1.149E-14 1.464E-14 1.828E-14 2.245E-14 2.718E-14 6.040E-14 1.108E-13 2.570E-13 4.413E-13 6.391E-13 8.346E-13 1.020E-12 1.108E-12 1.192E-12 1.350E-12 1.494E-12 2.418E-12 2.830E-12
  108   16   3    1.107E-14 1.145E-14 1.230E-14 1.403E-14 1.713E-14 2.180E-14 2.775E-14 3.478E-14 4.285E-14 5.197E-14 6.218E-14 7.351E-14 1.478E-13 2.502E-13 5.172E-13 8.257E-13 1.141E-12 1.445E-12 1.733E-12 1.870E-12 2.003E-12 2.255E-12 2.493E-12 4.315E-12 5.407E-12
  109   16   4    3.593E-14 3.666E-14 3.876E-14 4.286E-14 4.978E-14 5.992E-14 7.265E-14 8.749E-14 1.043E-13 1.229E-13 1.433E-13 1.657E-13 3.042E-13 4.831E-13 9.224E-13 1.409E-12 1.893E-12 2.350E-12 2.772E-12 2.968E-12 3.155E-12 3.503E-12 3.818E-12 5.845E-12 6.775E-12
  110   16   5    1.134E-13 1.152E-13 1.210E-13 1.315E-13 1.480E-13 1.715E-13 2.005E-13 2.337E-13 2.705E-13 3.104E-13 3.534E-13 3.991E-13 6.633E-13 9.697E-13 1.636E-12 2.308E-12 2.953E-12 3.563E-12 4.138E-12 4.414E-12 4.681E-12 5.193E-12 5.677E-12 9.350E-12 1.136E-11
  111   16   6    2.740E-13 2.775E-13 2.899E-13 3.092E-13 3.368E-13 3.754E-13 4.225E-13 4.760E-13 5.346E-13 5.974E-13 6.640E-13 7.339E-13 1.121E-12 1.546E-12 2.420E-12 3.249E-12 4.000E-12 4.673E-12 5.274E-12 5.551E-12 5.814E-12 6.301E-12 6.745E-12 9.729E-12 1.119E-11
  112   16   7    7.717E-13 7.841E-13 8.195E-13 8.679E-13 9.322E-13 1.020E-12 1.125E-12 1.242E-12 1.368E-12 1.500E-12 1.637E-12 1.778E-12 2.507E-12 3.235E-12 4.593E-12 5.817E-12 6.941E-12 7.991E-12 8.979E-12 9.451E-12 9.909E-12 1.078E-11 1.161E-11 1.747E-11 2.027E-11
  113   16   8    1.372E-12 1.401E-12 1.468E-12 1.539E-12 1.611E-12 1.705E-12 1.816E-12 1.940E-12 2.072E-12 2.210E-12 2.351E-12 2.495E-12 3.220E-12 3.916E-12 5.164E-12 6.230E-12 7.153E-12 7.970E-12 8.705E-12 9.048E-12 9.377E-12 9.998E-12 1.058E-11 1.478E-11 1.696E-11
  114   16   9    3.930E-12 4.024E-12 4.217E-12 4.402E-12 4.592E-12 4.843E-12 5.138E-12 5.459E-12 5.793E-12 6.134E-12 6.476E-12 6.815E-12 8.429E-12 9.863E-12 1.228E-11 1.433E-11 1.615E-11 1.782E-11 1.934E-11 2.005E-11 2.073E-11 2.201E-11 2.317E-11 3.055E-11 3.338E-11
  115   16  10    4.820E-12 5.000E-12 5.308E-12 5.547E-12 5.660E-12 5.765E-12 5.884E-12 6.017E-12 6.159E-12 6.307E-12 6.458E-12 6.610E-12 7.360E-12 8.077E-12 9.452E-12 1.078E-11 1.206E-11 1.328E-11 1.442E-11 1.496E-11 1.549E-11 1.649E-11 1.741E-11 2.397E-11 2.719E-11
  116   16  11    1.590E-11 1.644E-11 1.733E-11 1.789E-11 1.827E-11 1.877E-11 1.937E-11 2.002E-11 2.068E-11 2.132E-11 2.196E-11 2.257E-11 2.525E-11 2.742E-11 3.083E-11 3.359E-11 3.596E-11 3.802E-11 3.981E-11 4.061E-11 4.136E-11 4.270E-11 4.386E-11 4.979E-11 5.089E-11
  117   16  12    1.361E-11 1.436E-11 1.555E-11 1.645E-11 1.662E-11 1.655E-11 1.642E-11 1.630E-11 1.622E-11 1.616E-11 1.615E-11 1.616E-11 1.665E-11 1.761E-11 2.023E-11 2.314E-11 2.598E-11 2.861E-11 3.099E-11 3.208E-11 3.311E-11 3.501E-11 3.671E-11 4.713E-11 5.142E-11
  118   16  13    4.960E-11 5.210E-11 5.545E-11 5.675E-11 5.693E-11 5.729E-11 5.783E-11 5.844E-11 5.907E-11 5.967E-11 6.024E-11 6.077E-11 6.287E-11 6.434E-11 6.649E-11 6.821E-11 6.970E-11 7.096E-11 7.199E-11 7.241E-11 7.278E-11 7.336E-11 7.377E-11 7.329E-11 7.027E-11
  119   16  14    4.755E-11 5.134E-11 5.707E-11 6.169E-11 6.292E-11 6.297E-11 6.270E-11 6.243E-11 6.229E-11 6.229E-11 6.244E-11 6.272E-11 6.546E-11 6.932E-11 7.757E-11 8.510E-11 9.152E-11 9.686E-11 1.012E-10 1.031E-10 1.048E-10 1.078E-10 1.102E-10 1.202E-10 1.211E-10
  120   16  15    9.798E-11 1.080E-10 1.186E-10 1.213E-10 1.198E-10 1.181E-10 1.166E-10 1.154E-10 1.143E-10 1.134E-10 1.126E-10 1.119E-10 1.094E-10 1.080E-10 1.069E-10 1.070E-10 1.075E-10 1.081E-10 1.084E-10 1.085E-10 1.085E-10 1.083E-10 1.078E-10 9.811E-11 8.868E-11
  121   17   1    2.002E-16 2.192E-16 2.481E-16 3.124E-16 4.481E-16 6.672E-16 9.590E-16 1.319E-15 1.752E-15 2.264E-15 2.866E-15 3.570E-15 8.948E-15 1.810E-14 4.845E-14 9.140E-14 1.411E-13 1.930E-13 2.440E-13 2.688E-13 2.928E-13 3.385E-13 3.810E-13 6.649E-13 7.957E-13
  122   17   2    1.177E-15 1.257E-15 1.389E-15 1.679E-15 2.254E-15 3.160E-15 4.349E-15 5.798E-15 7.512E-15 9.513E-15 1.183E-14 1.449E-14 3.390E-14 6.493E-14 1.605E-13 2.876E-13 4.290E-13 5.727E-13 7.123E-13 7.795E-13 8.448E-13 9.693E-13 1.086E-12 1.964E-12 2.498E-12
  123   17   3    4.723E-15 4.925E-15 5.324E-15 6.164E-15 7.714E-15 1.008E-14 1.314E-14 1.681E-14 2.108E-14 2.598E-14 3.156E-14 3.785E-14 8.131E-14 1.463E-13 3.353E-13 5.775E-13 8.426E-13 1.110E-12 1.367E-12 1.490E-12 1.610E-12 1.835E-12 2.042E-12 3.417E-12 4.052E-12
  124   17   4    1.679E-14 1.727E-14 1.840E-14 2.070E-14 2.466E-14 3.054E-14 3.798E-14 4.675E-14 5.677E-14 6.802E-14 8.052E-14 9.431E-14 1.828E-13 3.021E-13 6.084E-13 9.615E-13 1.325E-12 1.681E-12 2.021E-12 2.184E-12 2.343E-12 2.647E-12 2.934E-12 5.149E-12 6.467E-12
  125   17   5    4.935E-14 5.031E-14 5.303E-14 5.821E-14 6.654E-14 7.854E-14 9.353E-14 1.110E-13 1.307E-13 1.525E-13 1.763E-13 2.022E-13 3.605E-13 5.608E-13 1.043E-12 1.570E-12 2.094E-12 2.589E-12 3.049E-12 3.264E-12 3.470E-12 3.854E-12 4.205E-12 6.519E-12 7.613E-12
  126   17   6    1.450E-13 1.475E-13 1.548E-13 1.677E-13 1.869E-13 2.137E-13 2.467E-13 2.844E-13 3.261E-13 3.714E-13 4.198E-13 4.712E-13 7.640E-13 1.097E-12 1.807E-12 2.511E-12 3.183E-12 3.818E-12 4.418E-12 4.707E-12 4.987E-12 5.527E-12 6.040E-12 9.986E-12 1.217E-11
  127   17   7    3.284E-13 3.340E-13 3.495E-13 3.729E-13 4.039E-13 4.461E-13 4.974E-13 5.556E-13 6.195E-13 6.881E-13 7.607E-13 8.368E-13 1.255E-12 1.709E-12 2.628E-12 3.487E-12 4.257E-12 4.944E-12 5.557E-12 5.839E-12 6.108E-12 6.607E-12 7.064E-12 1.020E-11 1.177E-11
  128   17   8    8.884E-13 9.058E-13 9.486E-13 1.007E-12 1.078E-12 1.173E-12 1.286E-12 1.412E-12 1.547E-12 1.689E-12 1.836E-12 1.987E-12 2.761E-12 3.524E-12 4.924E-12 6.167E-12 7.300E-12 8.353E-12 9.343E-12 9.817E-12 1.028E-11 1.116E-11 1.199E-11 1.797E-11 2.086E-11
  129   17   9    1.504E-12 1.542E-12 1.621E-12 1.706E-12 1.786E-12 1.884E-12 1.999E-12 2.127E-12 2.265E-12 2.409E-12 2.556E-12 2.706E-12 3.461E-12 4.182E-12 5.461E-12 6.542E-12 7.468E-12 8.282E-12 9.013E-12 9.353E-12 9.680E-12 1.030E-11 1.087E-11 1.512E-11 1.738E-11
  130   17  10    4.229E-12 4.345E-12 4.567E-12 4.788E-12 5.000E-12 5.266E-12 5.574E-12 5.910E-12 6.259E-12 6.615E-12 6.972E-12 7.327E-12 9.002E-12 1.048E-11 1.293E-11 1.498E-11 1.679E-11 1.843E-11 1.992E-11 2.062E-11 2.129E-11 2.254E-11 2.368E-11 3.095E-11 3.376E-11
  131   17  11    4.956E-12 5.156E-12 5.483E-12 5.749E-12 5.879E-12 5.991E-12 6.111E-12 6.243E-12 6.385E-12 6.533E-12 6.684E-12 6.837E-12 7.592E-12 8.316E-12 9.698E-12 1.103E-11 1.230E-11 1.350E-11 1.464E-11 1.517E-11 1.569E-11 1.668E-11 1.760E-11 2.414E-11 2.742E-11
  132   17  12    1.639E-11 1.701E-11 1.798E-11 1.866E-11 1.911E-11 1.965E-11 2.028E-11 2.095E-11 2.163E-11 2.231E-11 2.297E-11 2.360E-11 2.639E-11 2.863E-11 3.209E-11 3.483E-11 3.715E-11 3.914E-11 4.085E-11 4.162E-11 4.233E-11 4.360E-11 4.469E-11 5.020E-11 5.115E-11
  133   17  13    1.319E-11 1.395E-11 1.510E-11 1.598E-11 1.618E-11 1.615E-11 1.604E-11 1.593E-11 1.584E-11 1.579E-11 1.578E-11 1.580E-11 1.630E-11 1.728E-11 1.994E-11 2.287E-11 2.572E-11 2.834E-11 3.071E-11 3.180E-11 3.282E-11 3.471E-11 3.639E-11 4.674E-11 5.104E-11
  134   17  14    5.008E-11 5.281E-11 5.641E-11 5.805E-11 5.838E-11 5.880E-11 5.938E-11 6.003E-11 6.070E-11 6.135E-11 6.196E-11 6.253E-11 6.479E-11 6.636E-11 6.853E-11 7.021E-11 7.163E-11 7.280E-11 7.374E-11 7.412E-11 7.444E-11 7.494E-11 7.526E-11 7.419E-11 7.089E-11
  135   17  15    4.398E-11 4.766E-11 5.297E-11 5.730E-11 5.866E-11 5.889E-11 5.878E-11 5.863E-11 5.859E-11 5.869E-11 5.892E-11 5.928E-11 6.238E-11 6.654E-11 7.525E-11 8.305E-11 8.962E-11 9.504E-11 9.946E-11 1.014E-10 1.031E-10 1.060E-10 1.084E-10 1.183E-10 1.191E-10
  136   17  16    1.015E-10 1.122E-10 1.234E-10 1.266E-10 1.250E-10 1.230E-10 1.213E-10 1.199E-10 1.188E-10 1.177E-10 1.169E-10 1.161E-10 1.133E-10 1.116E-10 1.101E-10 1.099E-10 1.102E-10 1.105E-10 1.107E-10 1.107E-10 1.106E-10 1.103E-10 1.097E-10 9.948E-11 8.997E-11
  137   18   1    8.349E-17 9.238E-17 1.052E-16 1.359E-16 2.036E-16 3.141E-16 4.622E-16 6.467E-16 8.703E-16 1.138E-15 1.458E-15 1.836E-15 4.852E-15 1.030E-14 2.980E-14 5.929E-14 9.497E-14 1.333E-13 1.719E-13 1.908E-13 2.093E-13 2.448E-13 2.783E-13 5.252E-13 6.704E-13
  138   18   2    4.953E-16 5.328E-16 5.918E-16 7.289E-16 1.012E-15 1.463E-15 2.060E-15 2.794E-15 3.675E-15 4.717E-15 5.944E-15 7.377E-15 1.839E-14 3.744E-14 1.030E-13 2.000E-13 3.165E-13 4.417E-13 5.680E-13 6.301E-13 6.909E-13 8.081E-13 9.186E-13 1.689E-12 2.060E-12
  139   18   3    2.075E-15 2.180E-15 2.368E-15 2.794E-15 3.610E-15 4.865E-15 6.495E-15 8.467E-15 1.079E-14 1.348E-14 1.659E-14 2.014E-14 4.567E-14 8.596E-14 2.103E-13 3.783E-13 5.691E-13 7.672E-13 9.630E-13 1.058E-12 1.152E-12 1.331E-12 1.500E-12 2.782E-12 3.546E-12
  140   18   4    7.283E-15 7.524E-15 8.034E-15 9.166E-15 1.117E-14 1.417E-14 1.799E-14 2.255E-14 2.784E-14 3.389E-14 4.074E-14 4.843E-14 1.008E-13 1.775E-13 3.970E-13 6.767E-13 9.840E-13 1.296E-12 1.600E-12 1.747E-12 1.889E-12 2.161E-12 2.413E-12 4.146E-12 4.975E-12
  141   18   5    2.352E-14 2.407E-14 2.542E-14 2.836E-14 3.323E-14 4.025E-14 4.904E-14 5.937E-14 7.112E-14 8.430E-14 9.891E-14 1.150E-13 2.168E-13 3.516E-13 6.907E-13 1.076E-12 1.473E-12 1.861E-12 2.235E-12 2.416E-12 2.592E-12 2.931E-12 3.254E-12 5.782E-12 7.282E-12
  142   18   6    6.406E-14 6.518E-14 6.833E-14 7.471E-14 8.450E-14 9.823E-14 1.152E-13 1.349E-13 1.572E-13 1.818E-13 2.087E-13 2.378E-13 4.151E-13 6.363E-13 1.160E-12 1.722E-12 2.276E-12 2.798E-12 3.283E-12 3.510E-12 3.728E-12 4.137E-12 4.512E-12 7.046E-12 8.277E-12
